profile,food_name,meal_name,positive_occurrences,distinct_source_diets,minimum_positive_g,maximum_positive_g,p05_positive_g,p95_positive_g,robust_percentile_sensitivity_available,support_strength,is_serving_recommendation
regular,"Peixe, água doce, filé, grelhado/assado, s/ óleo, s/ sal (média de 7 espécies)",Almoço,6,6,120.0,150.0,,,False,observed_support,False
regular,"Peixe, água doce, filé, grelhado/assado, s/ óleo, s/ sal (média de 7 espécies)",Jantar,3,3,100.0,150.0,,,False,weak_lt_5_occurrences,False
regular,"Peixe, água doce, filé, refogado (c/ óleo, cebola e alho), c/ sal (média de 7 espécies)",Jantar,1,1,130.0,130.0,,,False,weak_lt_5_occurrences,False
regular,"Peixe, água salgada, atum, assado/grelhado, s/ óleo, c/ sal",Almoço,4,4,120.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Peixe, água salgada, atum, assado/grelhado, s/ óleo, c/ sal",Jantar,12,12,120.0,180.0,,,False,observed_support,False
regular,"Peixe, água salgada, atum, sólido, conserva, light",Jantar,1,1,60.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Peixe, água salgada, atum, sólido, conserva, light",Lanche da Tarde,1,1,60.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Peixe, água salgada, filé/ posta, assado/grelhado, s/ óleo, c/ sal (média de várias espécies)",Almoço,18,18,120.0,150.0,,,False,observed_support,False
regular,"Peixe, água salgada, filé/ posta, assado/grelhado, s/ óleo, c/ sal (média de várias espécies)",Jantar,6,6,120.0,150.0,,,False,observed_support,False
regular,"Peixe, água salgada, sardinha, filé, conserva, em óleo",Almoço,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Peixe, água salgada, sardinha, filé, conserva, em óleo",Jantar,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
regular,"Pepino, c/ casca, cru",Almoço,4,4,50.0,50.0,,,False,weak_lt_5_occurrences,False
regular,"Pepino, c/ casca, cru",Jantar,8,8,50.0,50.0,,,False,observed_support,False
regular,"Pera, in natura",Ceia,11,11,100.0,150.0,,,False,observed_support,False
regular,"Pera, in natura",Lanche da Manhã,23,23,130.0,200.0,130.0,200.0,True,observed_support,False
regular,"Pera, in natura",Lanche da Tarde,15,15,120.0,150.0,,,False,observed_support,False
regular,"Pimentão, cru",Jantar,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
regular,"Pizza, muçarela, caseira",Jantar,8,8,150.0,200.0,,,False,observed_support,False
regular,"Presunto, porco, cozido, s/ capa de gordura",Lanche da Tarde,8,8,30.0,40.0,,,False,observed_support,False
regular,"Pão de alho, assado",Café da Manhã,2,2,80.0,80.0,,,False,weak_lt_5_occurrences,False
regular,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",Café da Manhã,72,50,50.0,100.0,50.0,64.5,True,observed_support,False
regular,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",Jantar,9,9,50.0,50.0,,,False,observed_support,False
regular,"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)",Lanche da Tarde,17,17,50.0,50.0,,,False,observed_support,False
regular,"Pão, de queijo, industrializado, assado",Lanche da Tarde,13,9,40.0,60.0,,,False,observed_support,False
regular,"Pão, milho, forma",Café da Manhã,8,8,60.0,60.0,,,False,observed_support,False
regular,"Pão, sírio, branco",Café da Manhã,22,22,50.0,80.0,50.0,79.0,True,observed_support,False
regular,"Pão, sírio, branco",Lanche da Tarde,8,8,50.0,50.0,,,False,observed_support,False
regular,"Pão, trigo, branco, hamburguer/hot dog/leite, de padaria (média de diferentes tipos)",Café da Manhã,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
regular,"Pão, trigo, integral, caseiro",Café da Manhã,4,4,50.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Pão, trigo, integral, caseiro",Lanche da Tarde,2,2,50.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Pão, trigo, integral, forma (média de diferentes marcas)",Café da Manhã,34,32,50.0,100.0,50.0,77.25,True,observed_support,False
regular,"Pão, trigo, integral, forma (média de diferentes marcas)",Lanche da Tarde,25,23,50.0,50.0,50.0,50.0,True,observed_support,False
regular,"Queijo, coalho",Café da Manhã,30,30,40.0,50.0,40.0,50.0,True,observed_support,False
regular,"Queijo, coalho",Lanche da Tarde,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, minas, frescal, light",Café da Manhã,51,42,30.0,100.0,30.0,80.0,True,observed_support,False
regular,"Queijo, minas, frescal, light",Ceia,1,1,60.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, minas, frescal, light",Lanche da Tarde,21,20,30.0,50.0,30.0,50.0,True,observed_support,False
regular,"Queijo, minas, padrão (média de diferentes amostras)",Café da Manhã,10,10,30.0,40.0,,,False,observed_support,False
regular,"Queijo, minas, padrão (média de diferentes amostras)",Lanche da Tarde,3,3,30.0,40.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, muçarela (média de diferentes amostras)",Café da Manhã,5,5,30.0,40.0,,,False,observed_support,False
regular,"Queijo, muçarela (média de diferentes amostras)",Lanche da Tarde,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, muçarela, light",Café da Manhã,25,24,30.0,40.0,30.0,40.0,True,observed_support,False
regular,"Queijo, muçarela, light",Lanche da Tarde,10,10,30.0,40.0,,,False,observed_support,False
regular,"Queijo, prato",Café da Manhã,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, prato",Lanche da Tarde,3,3,30.0,30.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, requeijão (média de diferentes amostras)",Café da Manhã,7,7,30.0,30.0,,,False,observed_support,False
regular,"Queijo, requeijão (média de diferentes amostras)",Lanche da Tarde,8,7,20.0,30.0,,,False,observed_support,False
regular,"Queijo, ricota",Café da Manhã,1,1,40.0,40.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, ricota",Ceia,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, ricota",Lanche da Tarde,3,3,50.0,50.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, ricota, light",Café da Manhã,1,1,60.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, ricota, light",Ceia,1,1,40.0,40.0,,,False,weak_lt_5_occurrences,False
regular,"Queijo, ricota, light",Lanche da Tarde,6,6,50.0,50.0,,,False,observed_support,False
regular,"Repolho, cru",Almoço,6,6,50.0,50.0,,,False,observed_support,False
regular,"Repolho, cru",Jantar,5,5,50.0,50.0,,,False,observed_support,False
regular,"Repolho, roxo, cru",Jantar,8,8,50.0,100.0,,,False,observed_support,False
regular,"Risoto de legumes, c/ arroz polido, c/ sal",Almoço,10,10,200.0,250.0,,,False,observed_support,False
regular,"Risoto de legumes, c/ arroz polido, c/ sal",Jantar,9,9,200.0,250.0,,,False,observed_support,False
regular,"Rúcula, crua",Almoço,2,2,40.0,50.0,,,False,weak_lt_5_occurrences,False
regular,"Salada de frutas, c/ açúcar",Lanche da Manhã,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Salada de frutas, c/ açúcar",Lanche da Tarde,4,4,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Salada de legumes, cozidos no vapor",Almoço,3,3,100.0,120.0,,,False,weak_lt_5_occurrences,False
regular,"Salada de legumes, cozidos no vapor",Jantar,10,10,100.0,100.0,,,False,observed_support,False
regular,"Salada, alface crespa, c/ óleo de soja, c/ sal",Almoço,14,14,50.0,100.0,,,False,observed_support,False
regular,"Salada, alface crespa, c/ óleo de soja, c/ sal",Jantar,6,6,50.0,100.0,,,False,observed_support,False
regular,"Salada, beterraba cozida, c/ óleo de soja, c/ sal",Almoço,8,8,80.0,80.0,,,False,observed_support,False
regular,"Salada, couve-flor, cozida, c/ óleo de soja, c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
regular,"Salada, folhas e vegetais, c/ óleo de soja e c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
regular,"Salada, folhas e vegetais, c/ óleo de soja e c/ sal",Jantar,6,6,100.0,100.0,,,False,observed_support,False
regular,"Salada, palmito, c/ óleo de soja, c/ sal",Almoço,4,4,50.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Salada, pepino, c/ óleo de soja, c/ sal",Almoço,2,2,50.0,50.0,,,False,weak_lt_5_occurrences,False
regular,"Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), c/ sal",Almoço,10,10,80.0,100.0,,,False,observed_support,False
regular,"Salada, tomate, c/ óleo de soja, c/ sal",Jantar,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
regular,"Sanduíche, pão francês, c/ manteiga",Jantar,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
regular,"Sanduíche, queijo quente, pão francês, c/ queijo muçarela e manteiga",Lanche da Tarde,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
regular,"Semente de girassol, torrada, s/ óleo, s/ sal",Lanche da Manhã,16,16,15.0,15.0,,,False,observed_support,False
regular,"Soja, tofu",Jantar,5,5,100.0,100.0,,,False,observed_support,False
regular,"Sopa, abóbora, cabotian (japonesa), c/ sal",Jantar,3,3,150.0,150.0,,,False,weak_lt_5_occurrences,False
regular,"Sopa, carne bovina, c/ macarrão, c/ vegetais, c/ sal",Jantar,1,1,400.0,400.0,,,False,weak_lt_5_occurrences,False
regular,"Sopa, feijão, preto, c/ macarrão, c/ sal",Jantar,8,8,300.0,350.0,,,False,observed_support,False
regular,"Sopa, legumes, c/ sal",Jantar,10,10,300.0,400.0,,,False,observed_support,False
regular,"Sopa, peito de frango, c/ vegetais, c/ sal",Jantar,1,1,350.0,350.0,,,False,weak_lt_5_occurrences,False
regular,"Suco natural, abacaxi, s/ açúcar",Café da Manhã,6,6,200.0,200.0,,,False,observed_support,False
regular,"Suco natural, abacaxi, s/ açúcar",Lanche da Tarde,20,19,200.0,200.0,200.0,200.0,True,observed_support,False
regular,"Suco natural, acerola, s/ açúcar",Café da Manhã,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Suco natural, acerola, s/ açúcar",Lanche da Tarde,2,2,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Suco natural, laranja, mamão, pera e maçã, s/ açúcar",Café da Manhã,2,2,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Suco natural, melão, s/ açúcar",Café da Manhã,4,4,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Suco, laranja, s/ açúcar",Almoço,7,7,200.0,200.0,,,False,observed_support,False
regular,"Suco, laranja, s/ açúcar",Café da Manhã,67,41,100.0,250.0,200.0,235.0,True,observed_support,False
regular,"Suco, laranja, s/ açúcar",Ceia,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
regular,"Suco, laranja, s/ açúcar",Lanche da Manhã,3,3,250.0,250.0,,,False,weak_lt_5_occurrences,False
regular,"Suco, laranja, s/ açúcar",Lanche da Tarde,17,16,200.0,200.0,,,False,observed_support,False
regular,"Tangerina, Ponkã, in natura",Ceia,2,2,150.0,150.0,,,False,weak_lt_5_occurrences,False
regular,"Tangerina, Ponkã, in natura",Lanche da Manhã,12,12,150.0,150.0,,,False,observed_support,False
regular,"Tapioca, sem manteiga, sem recheio",Café da Manhã,50,46,60.0,100.0,60.0,91.0,True,observed_support,False
regular,"Tapioca, sem manteiga, sem recheio",Lanche da Tarde,3,3,60.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Tomate, in natura",Almoço,73,49,50.0,100.0,50.0,100.0,True,observed_support,False
regular,"Tomate, in natura",Jantar,24,23,30.0,100.0,50.0,100.0,True,observed_support,False
regular,"Tomate, molho, industrializado",Almoço,2,2,60.0,80.0,,,False,weak_lt_5_occurrences,False
regular,"Tomate, molho, industrializado",Jantar,2,2,10.0,60.0,,,False,weak_lt_5_occurrences,False
regular,"Tomate, molho, industrializado",Lanche da Tarde,1,1,10.0,10.0,,,False,weak_lt_5_occurrences,False
regular,"Torrada, trigo, integral",Jantar,9,9,30.0,30.0,,,False,observed_support,False
regular,"Torrada, trigo, integral",Lanche da Tarde,6,4,150.0,200.0,,,False,observed_support,False
regular,"Torrada, trigo, tradicional",Jantar,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
regular,"Uva, in natura",Café da Manhã,8,8,100.0,120.0,,,False,observed_support,False
regular,"Uva, in natura",Lanche da Manhã,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
regular,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",Almoço,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
regular,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",Jantar,5,5,100.0,100.0,,,False,observed_support,False
regular,"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
regular,"Vitamina, leite de vaca integral c/ banana, c/ açúcar",Café da Manhã,7,7,200.0,200.0,,,False,observed_support,False
regular,"Vitamina, leite de vaca integral c/ banana, c/ açúcar",Lanche da Tarde,15,15,200.0,250.0,,,False,observed_support,False
vegetariana,"Abacate, polpa, in natura",Café da Manhã,1,1,80.0,80.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Abacate, polpa, in natura",Ceia,7,7,100.0,100.0,,,False,observed_support,False
vegetariana,"Abacate, polpa, in natura",Lanche da Manhã,11,11,100.0,120.0,,,False,observed_support,False
vegetariana,"Abacate, polpa, in natura",Lanche da Tarde,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Abacaxi, polpa, in natura",Café da Manhã,9,9,100.0,100.0,,,False,observed_support,False
vegetariana,"Abacaxi, polpa, in natura",Lanche da Manhã,13,13,100.0,150.0,,,False,observed_support,False
vegetariana,"Abobrinha, italiana, c/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,18,18,80.0,100.0,,,False,observed_support,False
vegetariana,"Abobrinha, italiana, c/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Abobrinha, italiana, c/ casca, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,14,14,80.0,100.0,,,False,observed_support,False
vegetariana,"Abobrinha, italiana, c/ casca, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,20,20,80.0,100.0,80.0,100.0,True,observed_support,False
vegetariana,"Abóbora, moranga, refogada (c/ óleo, cebolha e alho), c/ sal",Almoço,23,23,100.0,100.0,100.0,100.0,True,observed_support,False
vegetariana,"Abóbora, moranga, refogada (c/ óleo, cebolha e alho), c/ sal",Jantar,2,2,100.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Abóbora, moranga, s/ casca, s/ semente, assada, s/ óleo, c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Abóbora, moranga, s/ casca, s/ semente, cozida, drenada, s/ óleo, c/ sal",Almoço,12,12,100.0,150.0,,,False,observed_support,False
vegetariana,"Abóbora, moranga, s/ casca, s/ semente, cozida, drenada, s/ óleo, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Abóbora, pescoço, s/ casca, s/ semente, cozida, drenada, s/ óleo, c/ sal",Almoço,10,10,100.0,120.0,,,False,observed_support,False
vegetariana,"Acelga, crua",Almoço,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Acelga, crua",Jantar,8,8,50.0,100.0,,,False,observed_support,False
vegetariana,"Achocolatado, pó (média diferentes amostras)",Café da Manhã,1,1,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Alface, crua",Almoço,50,43,50.0,100.0,50.0,50.0,True,observed_support,False
vegetariana,"Alface, crua",Jantar,13,10,50.0,100.0,,,False,observed_support,False
vegetariana,"Almeirão, cru",Jantar,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Amendoim, grão, cru",Ceia,3,3,15.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Amendoim, grão, cru",Lanche da Manhã,8,8,15.0,20.0,,,False,observed_support,False
vegetariana,"Amendoim, grão, cru",Lanche da Tarde,7,7,15.0,20.0,,,False,observed_support,False
vegetariana,"Amendoim, torrado, c/ sal",Ceia,13,13,15.0,30.0,,,False,observed_support,False
vegetariana,"Amendoim, torrado, c/ sal",Lanche da Manhã,2,2,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Amendoim, torrado, c/ sal",Lanche da Tarde,6,6,15.0,20.0,,,False,observed_support,False
vegetariana,"Amêndoa, torrada, c/ sal",Ceia,13,13,15.0,20.0,,,False,observed_support,False
vegetariana,"Amêndoa, torrada, c/ sal",Lanche da Manhã,7,7,15.0,15.0,,,False,observed_support,False
vegetariana,"Amêndoa, torrada, c/ sal",Lanche da Tarde,6,6,15.0,15.0,,,False,observed_support,False
vegetariana,"Arroz com brócolis, c/ arroz polido, c/ sal",Almoço,9,8,150.0,180.0,,,False,observed_support,False
vegetariana,"Arroz, integral, cozido, c/ óleo, cebolha e alho, c/ sal",Almoço,112,50,100.0,200.0,100.0,150.0,True,observed_support,False
vegetariana,"Arroz, integral, cozido, c/ óleo, cebolha e alho, c/ sal",Jantar,27,25,100.0,120.0,100.0,114.0,True,observed_support,False
vegetariana,"Arroz, polido, cozido, c/ óleo, cebola e alho, c/ sal",Almoço,31,23,100.0,120.0,100.0,120.0,True,observed_support,False
vegetariana,"Arroz, polido, cozido, c/ óleo, cebola e alho, c/ sal",Jantar,9,9,100.0,150.0,,,False,observed_support,False
vegetariana,"Aveia, crua (média de diferentes tipos)",Lanche da Manhã,58,49,20.0,40.0,20.0,30.0,True,observed_support,False
vegetariana,"Aveia, crua (média de diferentes tipos)",Lanche da Tarde,8,8,20.0,30.0,,,False,observed_support,False
vegetariana,"Azeite, oliva",Almoço,7,6,10.0,10.0,,,False,observed_support,False
vegetariana,"Azeitona, verde, conserva, drenada",Jantar,1,1,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Banana, da terra, assada, s/ adição de ingredientes",Ceia,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Banana, da terra, assada, s/ adição de ingredientes",Lanche da Manhã,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Banana, in natura",Café da Manhã,9,9,100.0,100.0,,,False,observed_support,False
vegetariana,"Banana, in natura",Lanche da Manhã,31,31,40.0,100.0,100.0,100.0,True,observed_support,False
vegetariana,"Banana, in natura",Lanche da Tarde,18,16,100.0,100.0,,,False,observed_support,False
vegetariana,"Batata baroa (mandioquinha, batata salsa), cozida, drenada, s/ óleo, c/ sal",Jantar,2,2,150.0,180.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Batata, doce, s/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,30,30,100.0,150.0,100.0,150.0,True,observed_support,False
vegetariana,"Batata, doce, s/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,17,16,120.0,200.0,,,False,observed_support,False
vegetariana,"Batata, inglesa, s/ casca, assada, s/ óleo, c/ sal",Almoço,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Batata, inglesa, sauté (c/ margarina e salsa), c/ sal",Almoço,6,6,100.0,100.0,,,False,observed_support,False
vegetariana,"Bebida, café - infusão 8% - média, c/ leite (meio a meio), ""média"", s/ açúcar",Café da Manhã,10,10,200.0,200.0,,,False,observed_support,False
vegetariana,"Bebida, café, infusão 10%, s/ açúcar",Café da Manhã,78,47,150.0,200.0,150.0,150.0,True,observed_support,False
vegetariana,"Bebida, café, infusão 10%, s/ açúcar",Lanche da Tarde,2,2,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Bebida, café, infusão 8% - médio, s/ açúcar",Café da Manhã,9,8,150.0,200.0,,,False,observed_support,False
vegetariana,"Bebida, capuccino tradicional (leite desnatado, café - infusão 10% e canela em pó), s/ açúcar",Lanche da Tarde,2,2,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Bebida, chá, infusão, s/ açúcar (média de várias ervas)",Ceia,9,9,200.0,200.0,,,False,observed_support,False
vegetariana,"Bebida, chá, infusão, s/ açúcar (média de várias ervas)",Lanche da Tarde,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Bebida, chá, mate, infusão 5%, s/ açúcar",Café da Manhã,2,2,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Bebida, chá, preto, infusão 5%, s/ açúcar",Café da Manhã,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Bebida, chá, preto, infusão 5%, s/ açúcar",Ceia,1,1,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Bebida, infusão, hortelã rasteira, planta, folha, s/ açúcar",Café da Manhã,8,8,200.0,200.0,,,False,observed_support,False
vegetariana,"Bebida, refresco, em pó, preparado, c/ água",Ceia,3,3,150.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Beringela, c/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Berinjela recheada, c/ muçarela, c/ vegetais, c/ sal",Almoço,5,5,150.0,150.0,,,False,observed_support,False
vegetariana,"Berinjela, c/ casca, grelhada, s/ gordura, c/ sal",Almoço,18,18,80.0,150.0,,,False,observed_support,False
vegetariana,"Berinjela, c/ casca, grelhada, s/ gordura, c/ sal",Jantar,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Berinjela, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Beterraba, cozida, drenada, s/ óleo, c/ sal",Almoço,7,7,50.0,100.0,,,False,observed_support,False
vegetariana,"Beterraba, cozida, drenada, s/ óleo, c/ sal",Jantar,11,11,80.0,100.0,,,False,observed_support,False
vegetariana,"Beterraba, s/ casca, crua",Almoço,20,20,50.0,60.0,50.0,60.0,True,observed_support,False
vegetariana,"Beterraba, s/ casca, crua",Jantar,6,6,50.0,50.0,,,False,observed_support,False
vegetariana,"Biscoito, arroz",Café da Manhã,3,3,30.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Biscoito, arroz",Ceia,3,3,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Biscoito, arroz",Lanche da Manhã,7,7,20.0,20.0,,,False,observed_support,False
vegetariana,"Biscoito, arroz",Lanche da Tarde,34,34,20.0,40.0,20.0,30.0,True,observed_support,False
vegetariana,"Biscoito, doce, maisena",Ceia,20,20,20.0,30.0,20.0,30.0,True,observed_support,False
vegetariana,"Biscoito, doce, maisena",Lanche da Tarde,3,3,20.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Biscoito, doce, simples (média de diferentes tipos)",Ceia,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Biscoito, doce, simples (média de diferentes tipos)",Lanche da Tarde,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Biscoito, salgado, cream cracker",Lanche da Tarde,8,8,30.0,30.0,,,False,observed_support,False
vegetariana,"Biscoito, salgado, cream cracker , integral",Café da Manhã,8,8,30.0,30.0,,,False,observed_support,False
vegetariana,"Brócolis, flor, refogado (c/ óleo, cebola e alho), c/ sal",Jantar,8,8,100.0,100.0,,,False,observed_support,False
vegetariana,"Brócolis, flor, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, c/ sal",Jantar,1,1,80.0,80.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Brócolos, flor, cozido, drenado, s/ óleo, c/ sal",Almoço,32,28,80.0,100.0,80.0,100.0,True,observed_support,False
vegetariana,"Brócolos, flor, cozido, drenado, s/ óleo, c/ sal",Jantar,41,40,100.0,100.0,100.0,100.0,True,observed_support,False
vegetariana,"Canelone, c/ muçarela, s/ molho, caseiro",Jantar,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Canelone, c/ ricota, s/ molho, caseiro, c/ sal",Jantar,11,11,150.0,200.0,,,False,observed_support,False
vegetariana,"Castanha de caju, crua, s/ sal",Ceia,18,18,10.0,20.0,,,False,observed_support,False
vegetariana,"Castanha de caju, crua, s/ sal",Lanche da Manhã,5,5,20.0,20.0,,,False,observed_support,False
vegetariana,"Castanha de caju, crua, s/ sal",Lanche da Tarde,2,2,15.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Castanha do Brasil, crua",Ceia,13,13,10.0,15.0,,,False,observed_support,False
vegetariana,"Castanha do Brasil, crua",Lanche da Manhã,8,8,10.0,20.0,,,False,observed_support,False
vegetariana,"Castanha do Brasil, crua",Lanche da Tarde,19,19,10.0,20.0,,,False,observed_support,False
vegetariana,"Cenoura, s/ casca, cozida, drenada, c/ óleo de soja, c/ sal",Jantar,7,7,80.0,80.0,,,False,observed_support,False
vegetariana,"Cenoura, s/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,13,13,60.0,100.0,,,False,observed_support,False
vegetariana,"Cenoura, s/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,13,13,80.0,100.0,,,False,observed_support,False
vegetariana,"Cenoura, s/ casca, crua",Almoço,28,28,50.0,100.0,50.0,80.0,True,observed_support,False
vegetariana,"Cenoura, s/ casca, crua",Jantar,21,20,50.0,80.0,50.0,80.0,True,observed_support,False
vegetariana,"Cenoura, s/ casca, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Cereais, barra (média de diferentes sabores)",Lanche da Tarde,1,1,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Cereais, granola, caseira",Lanche da Manhã,15,15,20.0,40.0,,,False,observed_support,False
vegetariana,"Cereais, granola, caseira",Lanche da Tarde,16,16,30.0,50.0,,,False,observed_support,False
vegetariana,"Cereal matinal, milho",Café da Manhã,1,1,40.0,40.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Cereal matinal, milho",Lanche da Manhã,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Cereal matinal, milho",Lanche da Tarde,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Chia, semente, seca",Café da Manhã,1,1,10.0,10.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Chia, semente, seca",Ceia,3,3,10.0,15.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Chia, semente, seca",Lanche da Manhã,31,31,10.0,15.0,10.0,15.0,True,observed_support,False
vegetariana,"Chicória, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,2,2,60.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Chicória, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,3,3,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Chuchu, s/ casca, cozido, drenado, s/ óleo, c/ sal",Almoço,4,4,80.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Chuchu, s/ casca, cozido, drenado, s/ óleo, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Chuchu, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",Almoço,8,8,100.0,100.0,,,False,observed_support,False
vegetariana,"Chuchu, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",Jantar,9,9,29.0,120.0,,,False,observed_support,False
vegetariana,"Coco, água",Café da Manhã,2,2,250.0,250.0,,,False,weak_lt_5_occurrences,False
